Text,polarity,Emotion
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",positive,Joy
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",positive,Joy
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",neutral,Joy
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",neutral,Joy
Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,positive,Joy
Our food was great too!,positive,Joy
"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",negative,Anger
"Get your food to go, find a bench, and kick back with a plate of dumplings.",neutral,Joy
"Get your food to go, find a bench, and kick back with a plate of dumplings.",positive,Joy
"Please try the Filet Mignon, its just the most tender piece ever.",positive,Joy
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",neutral,Surprise
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",neutral,Surprise
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",neutral,Surprise
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",negative,Surprise
The sake menu should not be overlooked!,positive,Anger
the drinks are amazing and half off till 8pm.,positive,Joy
i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,positive,Joy
"The service, wine selection, ambiance are all outstanding and deserve recognition.",positive,Joy
"The service, wine selection, ambiance are all outstanding and deserve recognition.",positive,Joy
"The service, wine selection, ambiance are all outstanding and deserve recognition.",positive,Joy
"We were seated promptly as we had reservations, however after that the service was slow.",positive,Anger
"We were seated promptly as we had reservations, however after that the service was slow.",negative,Anger
"It's really also the service, is good and the waiters are friendly.",positive,Joy
"It's really also the service, is good and the waiters are friendly.",positive,Joy
"The food was pretty good, but a little flavorless and the portions very small, including dessert.",conflict,Anger
"The food was pretty good, but a little flavorless and the portions very small, including dessert.",negative,Anger
"The food was pretty good, but a little flavorless and the portions very small, including dessert.",negative,Anger
"It is set far from the small street it's on, and there is no traffic noise.",positive,Surprise
Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,positive,Joy
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",positive,Joy
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",positive,Joy
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",positive,Joy
This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,neutral,Joy
All the NYU students love this place so it makes for a fun young atmosphere.,positive,Joy
The food here does a great service to the name (Cantonese that is...).,positive,Joy
The food here does a great service to the name (Cantonese that is...).,positive,Joy
"But, nothing stands out about the cooking.",neutral,Anger
Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,positive,Joy
Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,positive,Joy
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,positive,Joy
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,positive,Joy
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,positive,Joy
I've been here 3 times for lunch and it is one of my favorites in the city.,neutral,Surprise
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",negative,Disgust
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",negative,Disgust
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",neutral,Disgust
"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.",positive,Joy
Too bad the food wasn't of the same heritage.,negative,Anger
"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",positive,Joy
"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",negative,Joy
"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",negative,Joy
"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",neutral,Joy
